Device_ID,IMEI NUMBERS,SIM CCID,"Burnin Test
Start date ","Burnin Test
End date ", HardWare Version, SoftWare Version,Temperature,Humidity,Luminosity, Latitute, Longitute,battery_value,message_counter,Burnin Test,Device Twins Config,Device Twins Test,Switch Test,Battery Status,Remarks,Wi-Fi SSID,Wi-Fi Password
67510B56FC,862044066972634,8944501611211891444F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,26.9,70.5,15,13.0325,77.62787,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B56FD,862044066973525,8944501611211877906F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.8,73.5,15,13.03268,77.62766,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B56FE,862044066935011,8944501611211789945F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,73.5,15,13.03254,77.62803,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B56FF,862044066945051,8944501611211888879F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,72,15,13.03257,77.62768,70,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5700,862044066953261,8944501611211876304F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27.2,73.5,15,13.03238,77.62768,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5701,862044066982211,8944501611211890909F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27,73.5,15,13.03257,77.62779,78,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5702,862044066972725,8944501611211891071F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27.2,74,15,13.0328,77.62826,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5703,862044066957320,8944501611211883771F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,74,15,13.03273,77.62759,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5704,862044066967048,8944501611211785760F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,74,15,13.03255,77.62787,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5705,862044066956090,8944501611211879902F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,73.5,15,13.03436,77.62836,76,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5706,862044066972279,8944501611211891428F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,73.5,15,13.03254,77.62786,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5707,862044066971784,8944501611211876296F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27,73.5,15,13.03436,77.62836,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5708,862044066957130,8944501611211883508F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,26.9,73.5,15,13.03255,77.62771,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5709,862044066943395,8944501611211889745F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,26.7,73,15,13.03259,77.62765,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B570A,862044066982823,8944501611211890644F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.5,71.5,15,13.0326,77.62835,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B570B,862044066974176,8944501611211891642F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,73,15,13.03269,77.62826,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B570C,862044066977682,8944501611211785711F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.8,72.3,15,13.03288,77.62819,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B570D,862044066954699,8944501611211878094F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27.1,70.5,15,13.03274,77.62811,78,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B570E,862044066975561,8944501611211877203F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27,72.5,15,13.03258,77.62763,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B570F,862044066977542,8944501611211876759F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27.2,71,15,13.0326,77.62772,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5710,862044066944930,8944501611211888861F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,73,15,13.03248,77.62786,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5711,862044066954285,8944501611211878292F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,72,15,13.03254,77.62771,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5712,862044066977708,8944501611211785745F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,71,15,13.03243,77.62784,75,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5713,862044066962007,8944501611211875454F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27,71.5,15,13.03271,77.62808,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5714,862044066954673,8944501611211878102F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27,72,15,13.0328,77.6282,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5715,862044066977013,8944501611211876791F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,26.9,70.5,15,13.03242,77.62784,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5716,862044066977872,8944501611211877476F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,73,15,13.03278,77.628,70,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5717,862044066961694,8944501611211875835F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,72.5,15,13.03267,77.62812,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5718,862044066953980,8944501611211877716F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.8,72,15,13.03345,77.62844,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5719,862044066973251,8944501611211891923F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,73,15,13.03298,77.62823,70,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B571A,862044066975611,8944501611211877237F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27,71.5,15,13.03255,77.628,78,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B571B,862044066943577,8944501611211889794F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27.2,71,15,13.03257,77.62768,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B571C,862044066953972,8944501611211877682F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,70.5,15,13.03272,77.62761,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B571D,862044066956983,8944501611211883482F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,72,15,13.03294,77.62854,92,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B571E,862044066966990,8944501611211785687F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,71,15,13.0331,77.62833,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B571F,862044066959821,8944501611211890107F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,70.5,15,13.03261,77.62764,71,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5720,862044066953659,8944501611211879563F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27,70.5,15,13.03276,77.62757,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5722,862044066953311,8944501611211876262F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,26.9,71.5,15,13.03268,77.62764,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5723,862044066961967,8944501611211875397F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,70,15,13.03259,77.62765,77,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5724,862044066982849,8944501611211890677F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26,71,15,13.03253,77.62787,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5725,862044066937470,8944501611211785273F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,71.5,15,13.03259,77.62805,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5726,862044066956900,8944501611211883391F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.8,72,15,13.0326,77.62774,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5727,862044066957346,8944501611211883755F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27.1,71.5,15,13.03436,77.62836,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5728,862044066967063,8944501611211785828F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27,74.5,15,13.03304,77.6285,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5729,862044066952982,8944501611211879506F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27.2,74,15,13.03265,77.62806,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B572A,862044066961587,8944501611211875934F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,75.5,15,13.0326,77.62774,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B572B,862044066961629,8944501611211876080F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,74,15,13.03257,77.62781,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B572C,862044066943270,8944501611211889737F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,74.5,15,13.03255,77.62777,78,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B572D,862044066961363,8944501611211875785F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,74.8,15,13.03257,77.62776,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B572E,862044066937553,8944501611211785240F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27,74,15,13.03264,77.62769,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B572F,862044066943320,8944501611211889760F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,26.9,75.5,15,13.03254,77.62787,73,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5730,862044066970810,8944501611211789986F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,75,15,13.03271,77.62761,78,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5731,862044066970638,8944501611211789952F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,73,15,13.03274,77.62758,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5732,862044066967170,8944501611211878029F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.7,72.5,15,13.0326,77.62772,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5733,862044066973376,8944501611211891907F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.5,74.8,15,13.03262,77.62771,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5734,862044066973459,8944501611211891949F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,26.9,70.5,15,13.03289,77.62828,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5735,862044066937645,8944501611211785422F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,26.8,69.5,15,13.03268,77.6276,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5736,862044066974218,8944501611211891568F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27.1,71,15,13.03278,77.62842,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5737,862044066977948,8944501611211876627F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,70,15,13.03269,77.62777,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5738,862044066977195,8944501611211876635F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,70.5,15,13.03259,77.62777,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5739,862044066972196,8944501611211891485F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,70.5,15,13.03263,77.6279,79,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B573A,862044066962510,8944501611211879803F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27.2,71,15,13.03257,77.62779,71,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B573B,862044066960266,8944501611211875538F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27.1,70,15,13.03274,77.628,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B573C,862044066974770,8944501611211892178F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,70.5,15,13.03264,77.62815,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B573D,862044066971024,8944501611211892103F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,69.5,15,13.0326,77.62773,71,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B573E,862044066977815,8944501611211877401F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,71,15,13.03258,77.62776,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B573F,862044066982765,8944501611211890685F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,70.5,15,13.03256,77.62777,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5741,862044066951323,8944501611211879399F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,70,15,13.03255,77.62768,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5742,862044066958468,8944501611211890263F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,26.8,71,15,13.03291,77.62819,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5743,862044066974051,8944501611211891527F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27.1,70.5,15,13.03284,77.62853,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5744,862044066982187,8944501611211890875F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,70.5,15,13.03263,77.62806,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5745,862044066965133,8944501611211875165F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,71,15,13.03436,77.62836,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5747,862044066960100,8944501611211890164F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,70.5,15,13.03289,77.62835,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5748,862044066982468,8944501611211890776F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,70.5,15,13.03261,77.62764,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5749,862044066951430,8944501611211879373F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27.1,69.5,15,13.03285,77.62819,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B574A,862044066946935,8944501611211888275F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27,69.5,15,13.03257,77.62776,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B574B,862044066951570,8944501611211879340F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,70,15,13.0326,77.62773,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B574D,862044066978169,8944501611211877450F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,69,15,13.03255,77.62769,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B574E,862044066960316,8944501611211890156F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,69,15,13.0327,77.62759,76,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B574F,862044066967147,8944501611211786057F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26,70,15,13.03262,77.62818,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5750,862044066982112,8944501611211890792F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,26.9,74,15,13.03237,77.62779,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5751,862044066958500,8944501611211890347F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,26.8,72.5,15,13.0327,77.62745,81,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5752,862044066951406,8944501611211878219F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27.1,73.5,15,13.03268,77.62761,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5753,862044066974390,8944501611211785018F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,73.5,15,13.03235,77.6278,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5754,862044066960217,8944501611211875561F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,73,15,13.03253,77.62787,74,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5756,862044066972360,8944501611211891543F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,72,15,13.03259,77.6278,77,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5757,862044066978136,8944501611211877443F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.2,71.5,15,13.03258,77.62783,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5758,862044066972063,8944501611211779250F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,27.1,73,15,13.03274,77.62785,77,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5759,862044066960365,8944501611211875553F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,27,73,15,13.03243,77.62779,76,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B575A,862044066974119,8944501611211891550F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,27,73,15,13.03265,77.62779,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B575B,862044066944971,8944501611211888820F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,72.5,15,13.03275,77.62758,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B575C,862044066958377,8944501611211890453F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27,71,15,13.03248,77.62781,77,5,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B575D,862044066960308,8944501611211875496F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.9,70.5,15,13.03257,77.62769,75,7,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B575E,862044066982336,8944501611211890719F,13-07-2023 12:22,13-07-2023 22:22,1,2.3,26.7,72,15,13.03269,77.62791,74,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5760,862044066974259,8944501611211891659F,13-07-2023 11:16,13-07-2023 21:16,1,2.3,26.5,72,15,13.03272,77.62757,73,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5761,862044066974440,8944501611211892368F,13-07-2023 09:25,13-07-2023 19:25,1,2.3,26.9,73,15,13.03262,77.62782,75,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5762,862044066958534,8944501611211890354F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,26.8,73.5,15,13.03248,77.62787,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
67510B5763,862044066956892,8944501611211883367F,13-07-2023 13:49,13-07-2023 23:49,1,2.3,27.1,73,15,13.03272,77.62813,78,6,Pass,Done,Pass,Pass,Charged,Pass,GNDTEST,GND@TEST
